RequisitionNumber; ElapsedTime; Precision; Recall; FMeasure
1;490;0.500000;0.888889;0.640000
2;249;0.363636;0.888889;0.516129
3;224;0.470588;0.888889;0.615385
4;209;0.470588;0.888889;0.615385
5;181;0.470588;0.888889;0.615385
6;139;0.470588;0.888889;0.615385
7;146;0.470588;0.888889;0.615385
8;202;0.500000;0.888889;0.640000
9;202;0.500000;0.888889;0.640000
10;139;0.500000;0.888889;0.640000
11;133;0.500000;0.888889;0.640000
12;153;0.500000;0.888889;0.640000
13;134;0.470588;0.888889;0.615385
14;205;0.470588;0.888889;0.615385
15;151;0.470588;0.888889;0.615385
16;181;0.470588;0.888889;0.615385
17;154;0.470588;0.888889;0.615385
18;118;0.470588;0.888889;0.615385
19;167;0.470588;0.888889;0.615385
20;141;0.470588;0.888889;0.615385
21;105;0.470588;0.888889;0.615385
22;201;0.500000;0.888889;0.640000
23;154;0.500000;0.888889;0.640000
24;156;0.500000;0.888889;0.640000
25;142;0.500000;0.888889;0.640000
26;131;0.500000;0.888889;0.640000
27;110;0.500000;0.888889;0.640000
28;138;0.500000;0.888889;0.640000
29;146;0.470588;0.888889;0.615385
30;125;0.470588;0.888889;0.615385
31;114;0.470588;0.888889;0.615385
32;135;0.470588;0.888889;0.615385
33;90;0.470588;0.888889;0.615385
34;99;0.470588;0.888889;0.615385
35;139;0.470588;0.888889;0.615385
36;149;0.470588;0.888889;0.615385
37;126;0.470588;0.888889;0.615385
38;143;0.470588;0.888889;0.615385
39;121;0.470588;0.888889;0.615385
40;131;0.470588;0.888889;0.615385
41;112;0.470588;0.888889;0.615385
42;166;0.470588;0.888889;0.615385
43;117;0.470588;0.888889;0.615385
44;112;0.470588;0.888889;0.615385
45;127;0.470588;0.888889;0.615385
46;94;0.470588;0.888889;0.615385
47;113;0.470588;0.888889;0.615385
48;171;0.470588;0.888889;0.615385
49;139;0.470588;0.888889;0.615385
50;106;0.470588;0.888889;0.615385
51;132;0.470588;0.888889;0.615385
52;115;0.470588;0.888889;0.615385
53;98;0.470588;0.888889;0.615385
54;184;0.470588;0.888889;0.615385
55;172;0.470588;0.888889;0.615385
56;271;0.470588;0.888889;0.615385
57;117;0.470588;0.888889;0.615385
58;126;0.470588;0.888889;0.615385
59;136;0.470588;0.888889;0.615385
60;108;0.470588;0.888889;0.615385
61;118;0.470588;0.888889;0.615385
62;136;0.470588;0.888889;0.615385
63;123;0.470588;0.888889;0.615385
64;146;0.470588;0.888889;0.615385
65;91;0.470588;0.888889;0.615385
66;130;0.470588;0.888889;0.615385
67;248;0.470588;0.888889;0.615385
68;90;0.470588;0.888889;0.615385
69;126;0.470588;0.888889;0.615385
70;122;0.470588;0.888889;0.615385
71;110;0.470588;0.888889;0.615385
72;91;0.470588;0.888889;0.615385
73;112;0.470588;0.888889;0.615385
74;145;0.470588;0.888889;0.615385
75;95;0.470588;0.888889;0.615385
76;104;0.470588;0.888889;0.615385
77;153;0.470588;0.888889;0.615385
78;121;0.470588;0.888889;0.615385
79;85;0.470588;0.888889;0.615385
80;124;0.470588;0.888889;0.615385
81;105;0.470588;0.888889;0.615385
82;142;0.470588;0.888889;0.615385
83;125;0.470588;0.888889;0.615385
84;143;0.470588;0.888889;0.615385
85;163;0.470588;0.888889;0.615385
86;109;0.470588;0.888889;0.615385
87;127;0.470588;0.888889;0.615385
88;119;0.470588;0.888889;0.615385
89;101;0.470588;0.888889;0.615385
90;113;0.470588;0.888889;0.615385
91;117;0.470588;0.888889;0.615385
92;126;0.470588;0.888889;0.615385
93;146;0.470588;0.888889;0.615385
94;121;0.470588;0.888889;0.615385
95;326;0.470588;0.888889;0.615385
96;187;0.470588;0.888889;0.615385
97;101;0.470588;0.888889;0.615385
98;103;0.470588;0.888889;0.615385
99;91;0.470588;0.888889;0.615385
100;201;0.470588;0.888889;0.615385
