Time [ms];CPU usage [%];GC activity [%];Heap Size;Used heap;Used heap
20.5;12.3;0;506.986496;287.174208;287.174208
21;29.3;0;506.986496;341.32992;341.32992
21.5;12.4;0;506.986496;398.69272;398.69272
22;17.1;2.3;523.763712;170.692664;170.692664
22.5;13.7;0;523.763712;219.95708;219.95708
23;23.2;0;523.763712;265.363544;265.363544
23.5;17;0;523.763712;320.9272;320.9272
24;10.8;0;523.763712;360.296272;360.296272
24.5;28;2.4;513.277952;133.711216;133.711216
25;25.4;0;513.277952;180.003792;180.003792
25.5;25.4;0;513.277952;191.291504;191.291504
26;26.8;0;513.277952;215.002104;215.002104
26.5;14.6;0;513.277952;238.925992;238.925992
27;19.3;0;513.277952;263.379592;263.379592
27.5;19.3;0;513.277952;284.747848;284.747848
28;18.5;0;513.277952;304.484264;304.484264
28.5;15.4;0;513.277952;330.35812;330.35812
29;31;0;513.277952;355.999248;355.999248
29.5;16.1;0;513.277952;381.248576;381.248576
30;14.6;0;513.277952;404.428192;404.428192
30.5;15.9;2.8;523.763712;131.05496;131.05496
31;13.2;0;523.763712;166.734248;166.734248
31.5;29.2;0;523.763712;219.972704;219.972704
32;30.8;0;523.763712;277.705352;277.705352
32.5;26.8;0;523.763712;330.229976;330.229976
33;14.7;0;523.763712;372.449984;372.449984
33.5;25.6;2.5;523.763712;127.152832;127.152832
34;12.3;0;523.763712;202.35312;202.35312
34.5;16.3;0;523.763712;257.940656;257.940656
35;19.3;0;523.763712;319.887272;319.887272
35.5;16.1;0;523.763712;380.63756;380.63756
36;20.8;0;523.763712;441.459832;441.459832
36.5;28.1;2.8;552.599552;171.789688;171.789688
37;11.6;0;552.599552;236.598936;236.598936
37.5;34.3;0;552.599552;303.301272;303.301272
38;20.2;0;552.599552;369.335992;369.335992
38.5;40.6;0;552.599552;423.452664;423.452664
39;67.4;5.2;552.599552;127.933992;127.933992
39.5;51.3;0;552.599552;180.658536;180.658536
40;28.6;0;552.599552;237.683408;237.683408
40.5;19.2;0;552.599552;295.209416;295.209416
41;11.6;0;552.599552;352.378024;352.378024
41.5;11.6;0;552.599552;406.521232;406.521232
42;21.7;0;552.599552;471.181744;471.181744
42.5;17.9;0.7;557.318144;196.584992;196.584992
43;10.8;0;557.318144;258.8116;258.8116
43.5;25.4;0;557.318144;319.335536;319.335536
44;11.6;0;557.318144;372.464544;372.464544
44.5;13.9;0;557.318144;440.044712;440.044712
45;12;0.4;552.599552;168.725136;168.725136
45.5;28.4;0;552.599552;231.583976;231.583976
46;29.3;0;552.599552;284.629256;284.629256
46.5;20.1;0;552.599552;360.859768;360.859768
47;24.1;0;552.599552;408.965424;408.965424
47.5;22.2;0;552.599552;466.946616;466.946616
48;18.9;0.3;577.241088;164.543192;164.543192
48.5;14.6;0;577.241088;229.398448;229.398448
49;12.4;0;577.241088;292.094392;292.094392
49.5;29.1;0;577.241088;344.619104;344.619104
50;13.2;0;577.241088;408.421184;408.421184
50.5;37.62;0;577.241088;472.71884;472.71884
51;34.1;0.3;552.599552;176.815504;176.815504
51.5;29.2;0;552.599552;243.9024;243.9024
52;26.1;0;552.599552;306.37312;306.37312
52.5;28.5;0;552.599552;368.35452;368.35452
53;10.8;0;552.599552;417.411112;417.411112
53.5;10.9;0;552.599552;475.35932;475.35932
54;28.9;0.4;577.241088;161.711016;161.711016
54.5;23.8;0;577.241088;220.943176;220.943176
55;24.6;0;577.241088;260.299184;260.299184
55.5;26.2;0;577.241088;290.69132;290.69132
56;26.9;0;577.241088;350.730024;350.730024
56.5;26.9;0;577.241088;411.087848;411.087848
57;17.1;0;577.241088;481.358056;481.358056
57.5;14.1;0.4;552.599552;170.716616;170.716616
58;25.4;0;552.599552;231.282952;231.282952
58.5;24;0;552.599552;297.824264;297.824264
59;27.7;0;552.599552;358.469888;358.469888
59.5;23.2;0;552.599552;421.496984;421.496984
60;23;0;552.599552;431.722048;431.722048
