RequisitionNumber;ElapsedTime;Precision;Recall;FMeasure
1;454;0.571429;0.888889;0.695652
2;271;0.571429;0.888889;0.695652
3;209;0.615385;0.888889;0.727273
4;207;0.727273;0.888889;0.800000
5;159;0.727273;0.888889;0.800000
6;163;0.666667;0.888889;0.761905
7;146;0.666667;0.888889;0.761905
8;171;0.666667;0.888889;0.761905
9;172;0.666667;0.888889;0.761905
10;237;0.727273;0.888889;0.800000
11;209;0.666667;0.888889;0.761905
12;178;0.666667;0.888889;0.761905
13;241;0.727273;0.888889;0.800000
14;130;0.727273;0.888889;0.800000
15;152;0.727273;0.888889;0.800000
16;125;0.666667;0.888889;0.761905
17;102;0.666667;0.888889;0.761905
18;85;0.666667;0.888889;0.761905
19;134;0.615385;0.888889;0.727273
20;149;0.615385;0.888889;0.727273
21;128;0.666667;0.888889;0.761905
22;153;0.666667;0.888889;0.761905
23;119;0.666667;0.888889;0.761905
24;109;0.666667;0.888889;0.761905
25;98;0.666667;0.888889;0.761905
26;102;0.615385;0.888889;0.727273
27;115;0.615385;0.888889;0.727273
28;187;0.666667;0.888889;0.761905
29;235;0.615385;0.888889;0.727273
30;115;0.615385;0.888889;0.727273
31;155;0.571429;0.888889;0.695652
32;126;0.571429;0.888889;0.695652
33;89;0.571429;0.888889;0.695652
34;107;0.571429;0.888889;0.695652
35;101;0.533333;0.888889;0.666667
36;99;0.571429;0.888889;0.695652
37;95;0.571429;0.888889;0.695652
38;129;0.571429;0.888889;0.695652
39;135;0.571429;0.888889;0.695652
40;115;0.666667;0.888889;0.761905
41;90;0.615385;0.888889;0.727273
42;115;0.615385;0.888889;0.727273
43;95;0.615385;0.888889;0.727273
44;81;0.615385;0.888889;0.727273
45;174;0.615385;0.888889;0.727273
46;178;0.500000;1.000000;0.666667
47;167;0.500000;1.000000;0.666667
48;238;0.500000;1.000000;0.666667
49;91;0.500000;1.000000;0.666667
50;106;0.500000;1.000000;0.666667
51;141;0.500000;1.000000;0.666667
52;90;0.500000;1.000000;0.666667
53;82;0.500000;1.000000;0.666667
54;207;0.500000;1.000000;0.666667
55;189;0.500000;1.000000;0.666667
56;298;0.500000;1.000000;0.666667
57;149;0.500000;1.000000;0.666667
58;168;0.500000;1.000000;0.666667
59;155;0.500000;1.000000;0.666667
60;191;0.500000;1.000000;0.666667
61;150;0.500000;1.000000;0.666667
62;284;0.500000;1.000000;0.666667
63;175;0.500000;1.000000;0.666667
64;166;0.500000;1.000000;0.666667
65;233;0.500000;1.000000;0.666667
66;113;0.500000;1.000000;0.666667
67;141;0.500000;1.000000;0.666667
68;151;0.500000;1.000000;0.666667
69;78;0.500000;1.000000;0.666667
70;114;0.500000;1.000000;0.666667
71;130;0.500000;1.000000;0.666667
72;100;0.500000;1.000000;0.666667
73;93;0.500000;1.000000;0.666667
74;87;0.500000;1.000000;0.666667
75;137;0.500000;1.000000;0.666667
76;123;0.500000;1.000000;0.666667
77;90;0.500000;1.000000;0.666667
78;121;0.500000;1.000000;0.666667
79;123;0.500000;1.000000;0.666667
80;141;0.500000;1.000000;0.666667
81;89;0.500000;1.000000;0.666667
82;111;0.500000;1.000000;0.666667
83;115;0.500000;1.000000;0.666667
84;234;0.500000;1.000000;0.666667
85;137;0.500000;1.000000;0.666667
86;120;0.500000;1.000000;0.666667
87;115;0.500000;1.000000;0.666667
88;107;0.500000;1.000000;0.666667
89;125;0.500000;1.000000;0.666667
90;129;0.500000;1.000000;0.666667
91;133;0.500000;1.000000;0.666667
92;104;0.500000;1.000000;0.666667
93;121;0.500000;1.000000;0.666667
94;148;0.500000;1.000000;0.666667
95;235;0.500000;1.000000;0.666667
96;146;0.500000;1.000000;0.666667
97;117;0.500000;1.000000;0.666667
98;101;0.500000;1.000000;0.666667
99;102;0.500000;1.000000;0.666667
100;196;0.500000;1.000000;0.666667
