RequisitionNumber;ElapsedTime;Precision;Recall;FMeasure
1;409;0.421052632;0.888888889;0.571428571
2;204;0.545454545;0.75;0.631578947
3;263;0.666666667;0.888888889;0.761904762
4;198;0.666666667;0.888888889;0.761904762
5;204;0.571428571;0.888888889;0.695652174
6;232;0.533333333;0.888888889;0.666666667
7;118;0.533333333;0.888888889;0.666666667
8;155;0.571428571;0.888888889;0.695652174
9;118;0.571428571;0.888888889;0.695652174
10;159;0.571428571;0.888888889;0.695652174
11;161;0.571428571;0.888888889;0.695652174
12;198;0.571428571;0.888888889;0.695652174
13;179;0.571428571;0.888888889;0.695652174
14;147;0.615384615;0.888888889;0.727272727
15;130;0.615384615;0.888888889;0.727272727
16;151;0.615384615;0.888888889;0.727272727
17;187;0.615384615;0.888888889;0.727272727
18;104;0.615384615;0.888888889;0.727272727
19;138;0.615384615;0.888888889;0.727272727
20;212;0.615384615;0.888888889;0.727272727
21;157;0.615384615;0.888888889;0.727272727
22;208;0.666666667;0.888888889;0.761904762
23;114;0.666666667;0.888888889;0.761904762
24;129;0.666666667;0.888888889;0.761904762
25;191;0.666666667;0.888888889;0.761904762
26;107;0.666666667;0.888888889;0.761904762
27;113;0.666666667;0.888888889;0.761904762
28;135;0.666666667;0.888888889;0.761904762
29;233;0.666666667;0.888888889;0.761904762
30;270;0.615384615;0.888888889;0.727272727
31;136;0.615384615;0.888888889;0.727272727
32;156;0.666666667;0.888888889;0.761904762
33;102;0.666666667;0.888888889;0.761904762
34;138;0.476190476;1.000000;0.64516129
35;141;0.476190476;1.000000;0.64516129
36;128;0.454545455;1.000000;0.625
37;115;0.476190476;1.000000;0.64516129
38;128;0.476190476;1.000000;0.64516129
39;154;0.555555556;1.000000;0.714285714
40;189;0.555555556;1.000000;0.714285714
41;149;0.555555556;1.000000;0.714285714
42;200;0.555555556;1.000000;0.714285714
43;116;0.555555556;1.000000;0.714285714
44;114;0.555555556;1.000000;0.714285714
45;125;0.555555556;1.000000;0.714285714
46;103;0.555555556;1.000000;0.714285714
47;106;0.555555556;1.000000;0.714285714
48;143;0.588235294;1.000000;0.740740741
49;101;0.588235294;1.000000;0.740740741
50;191;0.588235294;1.000000;0.740740741
51;149;0.555555556;1.000000;0.714285714
52;152;0.555555556;1.000000;0.714285714
53;251;0.555555556;1.000000;0.714285714
54;170;0.555555556;1.000000;0.714285714
55;171;0.555555556;1.000000;0.714285714
56;150;0.555555556;1.000000;0.714285714
57;183;0.555555556;1.000000;0.714285714
58;330;0.555555556;1.000000;0.714285714
59;166;0.555555556;1.000000;0.714285714
60;219;0.588235294;1.000000;0.740740741
61;185;0.588235294;1.000000;0.740740741
62;122;0.588235294;1.000000;0.740740741
63;204;0.588235294;1.000000;0.740740741
64;135;0.588235294;1.000000;0.740740741
65;129;0.588235294;1.000000;0.740740741
66;140;0.588235294;1.000000;0.740740741
67;112;0.588235294;1.000000;0.740740741
68;117;0.588235294;1.000000;0.740740741
69;132;0.588235294;1.000000;0.740740741
70;107;0.588235294;1.000000;0.740740741
71;108;0.555555556;1.000000;0.714285714
72;86;0.555555556;1.000000;0.714285714
73;106;0.555555556;1.000000;0.714285714
74;147;0.555555556;1.000000;0.714285714
75;141;0.555555556;1.000000;0.714285714
76;116;0.555555556;1.000000;0.714285714
77;113;0.555555556;1.000000;0.714285714
78;152;0.555555556;1.000000;0.714285714
79;127;0.555555556;1.000000;0.714285714
80;196;0.555555556;1.000000;0.714285714
81;108;0.555555556;1.000000;0.714285714
82;148;0.555555556;1.000000;0.714285714
83;175;0.555555556;1.000000;0.714285714
84;128;0.555555556;1.000000;0.714285714
85;148;0.555555556;1.000000;0.714285714
86;93;0.555555556;1.000000;0.714285714
87;107;0.555555556;1.000000;0.714285714
88;91;0.555555556;1.000000;0.714285714
89;87;0.555555556;1.000000;0.714285714
90;112;0.555555556;1.000000;0.714285714
91;131;0.555555556;1.000000;0.714285714
92;152;0.555555556;1.000000;0.714285714
93;147;0.555555556;1.000000;0.714285714
94;123;0.555555556;1.000000;0.714285714
95;191;0.555555556;1.000000;0.714285714
96;129;0.555555556;1.000000;0.714285714
97;121;0.555555556;1.000000;0.714285714
98;83;0.555555556;1.000000;0.714285714
99;117;0.555555556;1.000000;0.714285714
100;161;0.555555556;1.000000;0.714285714
